packet_size,protocol,duration,network,label
88,UDP,1755622034.296634,good,reel
91,UDP,1755622034.323289,good,reel
54,TCP,1755622034.327035,good,reel
1414,TCP,1755622034.327064,good,reel
54,TCP,1755622034.339161,good,reel
1414,TCP,1755622034.339197,good,reel
1292,UDP,1755622034.345767,good,reel
95,UDP,1755622034.346189,good,reel
1292,UDP,1755622034.346608,good,reel
92,UDP,1755622034.35211,good,reel
66,TCP,1755622034.352346,good,reel
66,TCP,1755622034.352346,good,reel
1414,TCP,1755622034.352374,good,reel
1414,TCP,1755622034.352391,good,reel
66,TCP,1755622034.356406,good,reel
1414,TCP,1755622034.356452,good,reel
95,UDP,1755622034.37686,good,reel
1414,TCP,1755622034.392734,good,reel
1414,TCP,1755622034.392766,good,reel
1123,UDP,1755622034.41024,good,reel
54,TCP,1755622034.420821,good,reel
54,TCP,1755622034.420821,good,reel
1414,TCP,1755622034.420864,good,reel
1414,TCP,1755622034.4209,good,reel
295,UDP,1755622034.421774,good,reel
84,UDP,1755622034.421774,good,reel
271,UDP,1755622034.421876,good,reel
84,UDP,1755622034.421876,good,reel
1292,UDP,1755622034.422083,good,reel
97,UDP,1755622034.422861,good,reel
682,UDP,1755622034.42568,good,reel
91,UDP,1755622034.440164,good,reel
1292,UDP,1755622034.441142,good,reel
54,TCP,1755622034.47744,good,reel
1414,TCP,1755622034.477479,good,reel
980,TCP,1755622034.497458,good,reel
86,TCP,1755622034.497494,good,reel
86,TCP,1755622034.503148,good,reel
1292,UDP,1755622034.507431,good,reel
87,UDP,1755622034.510149,good,reel
91,UDP,1755622034.510425,good,reel
95,UDP,1755622034.511195,good,reel
69,UDP,1755622034.511195,good,reel
1292,UDP,1755622034.519266,good,reel
54,TCP,1755622034.528115,good,reel
1414,TCP,1755622034.528148,good,reel
92,UDP,1755622034.548594,good,reel
485,TCP,1755622034.56576,good,reel
148,TCP,1755622034.565775,good,reel
95,UDP,1755622034.565828,good,reel
54,TCP,1755622034.567143,good,reel
271,UDP,1755622034.57673,good,reel
85,UDP,1755622034.57673,good,reel
99,UDP,1755622034.597835,good,reel
86,TCP,1755622034.598442,good,reel
119,UDP,1755622034.598442,good,reel
99,UDP,1755622034.598745,good,reel
54,TCP,1755622034.613806,good,reel
1414,TCP,1755622034.613851,good,reel
365,UDP,1755622034.624311,good,reel
124,UDP,1755622034.625504,good,reel
92,UDP,1755622034.648063,good,reel
1292,UDP,1755622034.648365,good,reel
1292,UDP,1755622034.648413,good,reel
95,UDP,1755622034.660375,good,reel
54,TCP,1755622034.661529,good,reel
1414,TCP,1755622034.661568,good,reel
272,UDP,1755622034.666502,good,reel
85,UDP,1755622034.668853,good,reel
99,UDP,1755622034.692677,good,reel
54,TCP,1755622034.693706,good,reel
1414,TCP,1755622034.693735,good,reel
980,TCP,1755622034.704011,good,reel
86,TCP,1755622034.704045,good,reel
54,TCP,1755622034.724392,good,reel
1414,TCP,1755622034.724488,good,reel
54,TCP,1755622034.771477,good,reel
1414,TCP,1755622034.771513,good,reel
1212,UDP,1755622034.77493,good,reel
88,UDP,1755622034.783845,good,reel
160,UDP,1755622034.783845,good,reel
944,UDP,1755622034.785295,good,reel
1292,UDP,1755622034.801974,good,reel
54,TCP,1755622034.832617,good,reel
1414,TCP,1755622034.832655,good,reel
1292,UDP,1755622034.832915,good,reel
142,UDP,1755622034.83302,good,reel
87,UDP,1755622034.867787,good,reel
182,UDP,1755622034.867787,good,reel
99,UDP,1755622034.868049,good,reel
1205,UDP,1755622034.868123,good,reel
148,TCP,1755622034.879467,good,reel
54,TCP,1755622034.896372,good,reel
1414,TCP,1755622034.896409,good,reel
71,UDP,1755622034.911598,good,reel
87,UDP,1755622034.911818,good,reel
91,UDP,1755622034.915998,good,reel
99,UDP,1755622034.916274,good,reel
89,UDP,1755622034.926531,good,reel
485,TCP,1755622034.927414,good,reel
1292,UDP,1755622034.958172,good,reel
71,UDP,1755622034.958238,good,reel
54,TCP,1755622034.961576,good,reel
1414,TCP,1755622034.96161,good,reel
54,TCP,1755622035.031939,good,reel
1414,TCP,1755622035.03198,good,reel
1244,UDP,1755622035.047582,good,reel
103,UDP,1755622035.048042,good,reel
1244,UDP,1755622035.051524,good,reel
135,UDP,1755622035.051524,good,reel
511,UDP,1755622035.052528,good,reel
54,TCP,1755622035.052855,good,reel
1414,TCP,1755622035.05288,good,reel
54,TCP,1755622035.067336,good,reel
1414,TCP,1755622035.067373,good,reel
100,UDP,1755622035.084615,good,reel
95,UDP,1755622035.085018,good,reel
71,UDP,1755622035.138259,good,reel
1292,UDP,1755622035.138567,good,reel
54,TCP,1755622035.139421,good,reel
1414,TCP,1755622035.139448,good,reel
86,TCP,1755622035.143506,good,reel
86,TCP,1755622035.143506,good,reel
89,UDP,1755622035.143506,good,reel
66,TCP,1755622035.201148,good,reel
1414,TCP,1755622035.201194,good,reel
1414,TCP,1755622035.201194,good,reel
1414,TCP,1755622035.201194,good,reel
1414,TCP,1755622035.201194,good,reel
1414,TCP,1755622035.201194,good,reel
1414,TCP,1755622035.201194,good,reel
1414,TCP,1755622035.201194,good,reel
1414,TCP,1755622035.201194,good,reel
1414,TCP,1755622035.201194,good,reel
1414,TCP,1755622035.201194,good,reel
66,TCP,1755622035.213645,good,reel
66,TCP,1755622035.232288,good,reel
66,TCP,1755622035.235033,good,reel
66,TCP,1755622035.235033,good,reel
71,UDP,1755622035.252782,good,reel
1292,UDP,1755622035.252782,good,reel
91,UDP,1755622035.273285,good,reel
54,TCP,1755622035.282387,good,reel
1414,TCP,1755622035.28253,good,reel
1414,TCP,1755622035.28253,good,reel
54,TCP,1755622035.311471,good,reel
66,TCP,1755622035.311471,good,reel
1414,TCP,1755622035.311512,good,reel
1414,TCP,1755622035.311512,good,reel
1414,TCP,1755622035.311512,good,reel
66,TCP,1755622035.325456,good,reel
66,TCP,1755622035.337266,good,reel
66,TCP,1755622035.341765,good,reel
87,UDP,1755622035.353223,good,reel
87,UDP,1755622035.353343,good,reel
87,UDP,1755622035.353423,good,reel
54,TCP,1755622035.373389,good,reel
1414,TCP,1755622035.373426,good,reel
1414,TCP,1755622035.373426,good,reel
54,TCP,1755622035.374373,good,reel
1414,TCP,1755622035.374393,good,reel
1414,TCP,1755622035.374393,good,reel
54,TCP,1755622035.389395,good,reel
1414,TCP,1755622035.38944,good,reel
1414,TCP,1755622035.38944,good,reel
1414,TCP,1755622035.38944,good,reel
91,UDP,1755622035.446847,good,reel
54,TCP,1755622035.451747,good,reel
91,UDP,1755622035.451747,good,reel
1414,TCP,1755622035.451783,good,reel
1414,TCP,1755622035.451783,good,reel
73,UDP,1755622035.45557,good,reel
148,TCP,1755622035.494159,good,reel
86,TCP,1755622035.509671,good,reel
74,TCP,1755622035.509671,good,reel
74,TCP,1755622035.509671,good,reel
74,TCP,1755622035.509671,good,reel
1015,TCP,1755622035.509723,good,reel
118,TCP,1755622035.509925,good,reel
74,TCP,1755622035.509945,good,reel
105,TCP,1755622035.509992,good,reel
54,TCP,1755622035.512531,good,reel
1414,TCP,1755622035.512558,good,reel
1414,TCP,1755622035.512558,good,reel
160,TCP,1755622035.513744,good,reel
134,TCP,1755622035.513744,good,reel
118,TCP,1755622035.513744,good,reel
74,TCP,1755622035.513762,good,reel
109,TCP,1755622035.51405,good,reel
74,TCP,1755622035.539087,good,reel
91,UDP,1755622035.539087,good,reel
74,TCP,1755622035.542979,good,reel
74,TCP,1755622035.542979,good,reel
54,TCP,1755622035.546759,good,reel
1414,TCP,1755622035.54679,good,reel
1414,TCP,1755622035.54679,good,reel
1414,TCP,1755622035.54679,good,reel
73,UDP,1755622035.577391,good,reel
1292,UDP,1755622035.577391,good,reel
74,TCP,1755622035.578485,good,reel
109,TCP,1755622035.578485,good,reel
134,TCP,1755622035.578485,good,reel
74,TCP,1755622035.578539,good,reel
74,TCP,1755622035.578574,good,reel
109,TCP,1755622035.578827,good,reel
118,TCP,1755622035.580468,good,reel
91,UDP,1755622035.591595,good,reel
1292,UDP,1755622035.592717,good,reel
54,TCP,1755622035.600802,good,reel
1414,TCP,1755622035.60084,good,reel
1414,TCP,1755622035.60084,good,reel
74,TCP,1755622035.62068,good,reel
54,TCP,1755622035.637864,good,reel
1414,TCP,1755622035.637902,good,reel
1414,TCP,1755622035.637902,good,reel
54,TCP,1755622035.66919,good,reel
1414,TCP,1755622035.669248,good,reel
1414,TCP,1755622035.669248,good,reel
1414,TCP,1755622035.669248,good,reel
54,TCP,1755622035.698006,good,reel
1414,TCP,1755622035.698067,good,reel
1414,TCP,1755622035.698067,good,reel
95,UDP,1755622035.70681,good,reel
54,TCP,1755622035.722637,good,reel
1414,TCP,1755622035.722683,good,reel
1414,TCP,1755622035.722683,good,reel
98,UDP,1755622035.746238,good,reel
54,TCP,1755622035.766417,good,reel
93,UDP,1755622035.766417,good,reel
1414,TCP,1755622035.76654,good,reel
1414,TCP,1755622035.76654,good,reel
1414,TCP,1755622035.76654,good,reel
91,UDP,1755622035.781992,good,reel
1292,UDP,1755622035.781992,good,reel
54,TCP,1755622035.79208,good,reel
1414,TCP,1755622035.792127,good,reel
1414,TCP,1755622035.792127,good,reel
92,UDP,1755622035.793571,good,reel
695,UDP,1755622035.805655,good,reel
101,UDP,1755622035.805934,good,reel
95,UDP,1755622035.806001,good,reel
695,UDP,1755622035.80952,good,reel
219,UDP,1755622035.81446,good,reel
97,UDP,1755622035.814652,good,reel
73,UDP,1755622035.872885,good,reel
74,TCP,1755622035.873861,good,reel
88,UDP,1755622035.873861,good,reel
86,TCP,1755622035.873861,good,reel
1292,UDP,1755622035.874015,good,reel
1292,UDP,1755622035.880015,good,reel
93,UDP,1755622035.883244,good,reel
175,TCP,1755622035.902909,good,reel
54,TCP,1755622035.919709,good,reel
1414,TCP,1755622035.919769,good,reel
1414,TCP,1755622035.919769,good,reel
88,UDP,1755622035.92743,good,reel
1130,UDP,1755622035.94891,good,reel
210,UDP,1755622035.94891,good,reel
66,TCP,1755622035.949192,good,reel
1414,TCP,1755622035.949277,good,reel
54,TCP,1755622035.953639,good,reel
1414,TCP,1755622035.9537,good,reel
1414,TCP,1755622035.9537,good,reel
99,UDP,1755622035.964444,good,reel
54,TCP,1755622035.997198,good,reel
1414,TCP,1755622035.997245,good,reel
1414,TCP,1755622035.997245,good,reel
92,UDP,1755622036.008406,good,reel
95,UDP,1755622036.02737,good,reel
1292,UDP,1755622036.032943,good,reel
74,TCP,1755622036.041881,good,reel
92,UDP,1755622036.041881,good,reel
297,UDP,1755622036.041881,good,reel
91,UDP,1755622036.041881,good,reel
85,UDP,1755622036.041881,good,reel
54,TCP,1755622036.057333,good,reel
1414,TCP,1755622036.057409,good,reel
99,UDP,1755622036.057934,good,reel
86,TCP,1755622036.066986,good,reel
272,UDP,1755622036.071799,good,reel
85,UDP,1755622036.071799,good,reel
75,UDP,1755622036.07292,good,reel
93,UDP,1755622036.075285,good,reel
1292,UDP,1755622036.076629,good,reel
54,TCP,1755622036.079778,good,reel
1414,TCP,1755622036.079919,good,reel
1414,TCP,1755622036.079919,good,reel
1414,TCP,1755622036.079919,good,reel
99,UDP,1755622036.087973,good,reel
103,UDP,1755622036.088536,good,reel
79,UDP,1755622036.088839,good,reel
91,UDP,1755622036.108877,good,reel
92,UDP,1755622036.14878,good,reel
95,UDP,1755622036.168021,good,reel
272,UDP,1755622036.172081,good,reel
85,UDP,1755622036.172081,good,reel
241,UDP,1755622036.17982,good,reel
1292,UDP,1755622036.180808,good,reel
1292,UDP,1755622036.180848,good,reel
54,TCP,1755622036.1835,good,reel
1414,TCP,1755622036.18357,good,reel
1414,TCP,1755622036.18357,good,reel
99,UDP,1755622036.184049,good,reel
74,UDP,1755622036.190309,good,reel
74,UDP,1755622036.190521,good,reel
74,UDP,1755622036.190613,good,reel
133,UDP,1755622036.1942,good,reel
121,UDP,1755622036.1942,good,reel
1292,UDP,1755622036.215093,good,reel
1292,UDP,1755622036.215146,good,reel
54,TCP,1755622036.215223,good,reel
54,TCP,1755622036.215237,good,reel
54,TCP,1755622036.215327,good,reel
54,TCP,1755622036.215337,good,reel
54,TCP,1755622036.215403,good,reel
54,TCP,1755622036.215411,good,reel
54,TCP,1755622036.215443,good,reel
54,TCP,1755622036.215452,good,reel
54,TCP,1755622036.215483,good,reel
86,TCP,1755622036.215691,good,reel
175,TCP,1755622036.260056,good,reel
54,TCP,1755622036.260283,good,reel
1414,TCP,1755622036.260333,good,reel
1414,TCP,1755622036.260333,good,reel
1292,UDP,1755622036.261271,good,reel
92,UDP,1755622036.261271,good,reel
102,UDP,1755622036.262875,good,reel
1292,UDP,1755622036.262875,good,reel
1292,UDP,1755622036.263117,good,reel
1292,UDP,1755622036.263354,good,reel
1292,UDP,1755622036.263354,good,reel
1292,UDP,1755622036.26356,good,reel
867,UDP,1755622036.26356,good,reel
1292,UDP,1755622036.263634,good,reel
101,UDP,1755622036.263695,good,reel
102,UDP,1755622036.264965,good,reel
145,UDP,1755622036.265261,good,reel
134,UDP,1755622036.265381,good,reel
1288,UDP,1755622036.26576,good,reel
1292,UDP,1755622036.265786,good,reel
133,UDP,1755622036.265797,good,reel
54,TCP,1755622036.298118,good,reel
1414,TCP,1755622036.298153,good,reel
86,TCP,1755622036.32912,good,reel
74,TCP,1755622036.329187,good,reel
1414,TCP,1755622036.329603,good,reel
458,TCP,1755622036.329603,good,reel
54,TCP,1755622036.348968,good,reel
1414,TCP,1755622036.349013,good,reel
1414,TCP,1755622036.349013,good,reel
1414,TCP,1755622036.349013,good,reel
102,UDP,1755622036.350024,good,reel
1292,UDP,1755622036.350161,good,reel
1292,UDP,1755622036.350363,good,reel
1292,UDP,1755622036.350363,good,reel
1292,UDP,1755622036.350723,good,reel
1292,UDP,1755622036.367274,good,reel
1292,UDP,1755622036.367274,good,reel
866,UDP,1755622036.367388,good,reel
101,UDP,1755622036.367596,good,reel
227,UDP,1755622036.368124,good,reel
1288,UDP,1755622036.368527,good,reel
1292,UDP,1755622036.368562,good,reel
221,UDP,1755622036.368575,good,reel
1007,UDP,1755622036.387043,good,reel
183,UDP,1755622036.387043,good,reel
93,UDP,1755622036.387339,good,reel
54,TCP,1755622036.389262,good,reel
1414,TCP,1755622036.389283,good,reel
54,TCP,1755622036.429011,good,reel
121,UDP,1755622036.429011,good,reel
1414,TCP,1755622036.42907,good,reel
1414,TCP,1755622036.42907,good,reel
99,UDP,1755622036.429456,good,reel
1005,UDP,1755622036.43124,good,reel
183,UDP,1755622036.43124,good,reel
93,UDP,1755622036.43144,good,reel
134,UDP,1755622036.449313,good,reel
86,UDP,1755622036.458221,good,reel
180,UDP,1755622036.479476,good,reel
226,UDP,1755622036.479476,good,reel
180,UDP,1755622036.479476,good,reel
66,TCP,1755622036.480094,good,reel
54,TCP,1755622036.498696,good,reel
1414,TCP,1755622036.49874,good,reel
54,TCP,1755622036.499379,good,reel
1414,TCP,1755622036.499388,good,reel
1414,TCP,1755622036.499388,good,reel
1414,TCP,1755622036.499388,good,reel
203,TCP,1755622036.499388,good,reel
54,TCP,1755622036.532219,good,reel
1414,TCP,1755622036.532358,good,reel
1414,TCP,1755622036.532358,good,reel
1292,UDP,1755622036.53413,good,reel
95,UDP,1755622036.534405,good,reel
66,TCP,1755622036.536289,good,reel
54,TCP,1755622036.536346,good,reel
1414,TCP,1755622036.536738,good,reel
463,TCP,1755622036.536738,good,reel
54,TCP,1755622036.553874,good,reel
1414,TCP,1755622036.553909,good,reel
1414,TCP,1755622036.553909,good,reel
1414,TCP,1755622036.559867,good,reel
130,UDP,1755622036.609221,good,reel
95,UDP,1755622036.609482,good,reel
54,TCP,1755622036.610034,good,reel
1414,TCP,1755622036.610056,good,reel
1414,TCP,1755622036.610056,good,reel
54,TCP,1755622036.612394,good,reel
1414,TCP,1755622036.612404,good,reel
108,UDP,1755622036.617122,good,reel
99,UDP,1755622036.617361,good,reel
1288,UDP,1755622036.623032,good,reel
74,TCP,1755622036.641017,good,reel
74,TCP,1755622036.641895,good,reel
92,UDP,1755622036.641895,good,reel
1414,TCP,1755622036.653871,good,reel
74,TCP,1755622036.672671,good,reel
54,TCP,1755622036.713082,good,reel
54,TCP,1755622036.713082,good,reel
1414,TCP,1755622036.713124,good,reel
1414,TCP,1755622036.713124,good,reel
1414,TCP,1755622036.713124,good,reel
1414,TCP,1755622036.713124,good,reel
1414,TCP,1755622036.713124,good,reel
74,TCP,1755622036.716681,good,reel
54,TCP,1755622036.721351,good,reel
1414,TCP,1755622036.721402,good,reel
1414,TCP,1755622036.721402,good,reel
182,UDP,1755622036.746953,good,reel
97,UDP,1755622036.747234,good,reel
54,TCP,1755622036.761138,good,reel
1414,TCP,1755622036.761188,good,reel
1414,TCP,1755622036.761188,good,reel
54,TCP,1755622036.781591,good,reel
1414,TCP,1755622036.781628,good,reel
1414,TCP,1755622036.781628,good,reel
1414,TCP,1755622036.781628,good,reel
1282,UDP,1755622036.796156,good,reel
54,TCP,1755622036.832049,good,reel
1414,TCP,1755622036.832088,good,reel
1414,TCP,1755622036.832088,good,reel
54,TCP,1755622036.862185,good,reel
1414,TCP,1755622036.862239,good,reel
1414,TCP,1755622036.862239,good,reel
54,TCP,1755622036.898164,good,reel
1414,TCP,1755622036.898202,good,reel
1414,TCP,1755622036.898202,good,reel
1414,TCP,1755622036.954539,good,reel
1414,TCP,1755622036.970096,good,reel
54,TCP,1755622036.978684,good,reel
54,TCP,1755622036.978684,good,reel
1414,TCP,1755622036.978725,good,reel
1414,TCP,1755622036.978725,good,reel
1414,TCP,1755622036.978725,good,reel
1414,TCP,1755622036.978725,good,reel
1414,TCP,1755622036.978725,good,reel
86,TCP,1755622036.982669,good,reel
54,TCP,1755622036.992444,good,reel
1414,TCP,1755622036.992501,good,reel
1414,TCP,1755622036.992501,good,reel
88,UDP,1755622037.023253,good,reel
1292,UDP,1755622037.065907,good,reel
54,TCP,1755622037.06802,good,reel
1414,TCP,1755622037.068047,good,reel
1414,TCP,1755622037.068047,good,reel
88,UDP,1755622037.069106,good,reel
1292,UDP,1755622037.071846,good,reel
97,UDP,1755622037.072017,good,reel
54,TCP,1755622037.083405,good,reel
1414,TCP,1755622037.083447,good,reel
1414,TCP,1755622037.083447,good,reel
54,TCP,1755622037.107002,good,reel
1414,TCP,1755622037.107045,good,reel
1414,TCP,1755622037.107045,good,reel
54,TCP,1755622037.117501,good,reel
1414,TCP,1755622037.117538,good,reel
1414,TCP,1755622037.117538,good,reel
1414,TCP,1755622037.117538,good,reel
1292,UDP,1755622037.129742,good,reel
88,UDP,1755622037.142701,good,reel
54,TCP,1755622037.151992,good,reel
1414,TCP,1755622037.152028,good,reel
1414,TCP,1755622037.152028,good,reel
1292,UDP,1755622037.172372,good,reel
99,UDP,1755622037.172544,good,reel
88,UDP,1755622037.191871,good,reel
54,TCP,1755622037.199681,good,reel
1414,TCP,1755622037.199719,good,reel
1414,TCP,1755622037.199719,good,reel
86,TCP,1755622037.215163,good,reel
145,UDP,1755622037.21596,good,reel
54,TCP,1755622037.22523,good,reel
54,TCP,1755622037.227059,good,reel
1414,TCP,1755622037.227176,good,reel
1414,TCP,1755622037.227176,good,reel
54,TCP,1755622037.234184,good,reel
1414,TCP,1755622037.234218,good,reel
1414,TCP,1755622037.234218,good,reel
54,TCP,1755622037.255,good,reel
1414,TCP,1755622037.255042,good,reel
1414,TCP,1755622037.255042,good,reel
85,UDP,1755622037.257654,good,reel
89,UDP,1755622037.257654,good,reel
97,UDP,1755622037.257954,good,reel
1292,UDP,1755622037.366133,good,reel
54,TCP,1755622037.367945,good,reel
1414,TCP,1755622037.367982,good,reel
1414,TCP,1755622037.367982,good,reel
1414,TCP,1755622037.367982,good,reel
74,TCP,1755622037.368992,good,reel
1294,TCP,1755622037.369224,good,reel
1294,TCP,1755622037.369357,good,reel
86,TCP,1755622037.369365,good,reel
1294,TCP,1755622037.36946,good,reel
74,TCP,1755622037.369467,good,reel
1294,TCP,1755622037.369624,good,reel
1294,TCP,1755622037.36972,good,reel
74,TCP,1755622037.369727,good,reel
1294,TCP,1755622037.411941,good,reel
542,TCP,1755622037.413925,good,reel
88,UDP,1755622037.413925,good,reel
74,TCP,1755622037.413959,good,reel
148,TCP,1755622037.414337,good,reel
54,TCP,1755622037.414757,good,reel
54,TCP,1755622037.414757,good,reel
1414,TCP,1755622037.414776,good,reel
1414,TCP,1755622037.414776,good,reel
1414,TCP,1755622037.414776,good,reel
1414,TCP,1755622037.414776,good,reel
1288,UDP,1755622037.423811,good,reel
1292,UDP,1755622037.423811,good,reel
97,UDP,1755622037.424049,good,reel
86,UDP,1755622037.429607,good,reel
89,UDP,1755622037.429607,good,reel
99,UDP,1755622037.429835,good,reel
1292,UDP,1755622037.430642,good,reel
101,UDP,1755622037.430801,good,reel
1292,UDP,1755622037.430855,good,reel
1292,UDP,1755622037.430905,good,reel
1292,UDP,1755622037.431046,good,reel
1292,UDP,1755622037.431302,good,reel
97,UDP,1755622037.432134,good,reel
97,UDP,1755622037.43221,good,reel
1292,UDP,1755622037.437386,good,reel
1292,UDP,1755622037.437386,good,reel
97,UDP,1755622037.437556,good,reel
1292,UDP,1755622037.441703,good,reel
1292,UDP,1755622037.44434,good,reel
97,UDP,1755622037.444661,good,reel
1292,UDP,1755622037.448109,good,reel
1292,UDP,1755622037.454519,good,reel
97,UDP,1755622037.454725,good,reel
54,TCP,1755622037.455343,good,reel
1414,TCP,1755622037.455375,good,reel
102,UDP,1755622037.455906,good,reel
1292,UDP,1755622037.459054,good,reel
1292,UDP,1755622037.46301,good,reel
1292,UDP,1755622037.46301,good,reel
1292,UDP,1755622037.463177,good,reel
1292,UDP,1755622037.466867,good,reel
1292,UDP,1755622037.469315,good,reel
66,TCP,1755622037.470989,good,reel
1414,TCP,1755622037.471072,good,reel
1292,UDP,1755622037.472941,good,reel
74,TCP,1755622037.478645,good,reel
97,UDP,1755622037.481172,good,reel
97,UDP,1755622037.481241,good,reel
97,UDP,1755622037.481288,good,reel
603,UDP,1755622037.484052,good,reel
381,UDP,1755622037.484212,good,reel
1292,UDP,1755622037.484654,good,reel
1292,UDP,1755622037.484835,good,reel
97,UDP,1755622037.48484,good,reel
1292,UDP,1755622037.484974,good,reel
71,UDP,1755622037.485203,good,reel
71,UDP,1755622037.485315,good,reel
71,UDP,1755622037.48541,good,reel
97,UDP,1755622037.485593,good,reel
54,TCP,1755622037.492735,good,reel
66,TCP,1755622037.492735,good,reel
1414,TCP,1755622037.492808,good,reel
1292,UDP,1755622037.494285,good,reel
1292,UDP,1755622037.494285,good,reel
1292,UDP,1755622037.494285,good,reel
97,UDP,1755622037.495026,good,reel
54,TCP,1755622037.496832,good,reel
1292,UDP,1755622037.498261,good,reel
1292,UDP,1755622037.498503,good,reel
97,UDP,1755622037.498725,good,reel
1292,UDP,1755622037.507035,good,reel
97,UDP,1755622037.507457,good,reel
1292,UDP,1755622037.507577,good,reel
1292,UDP,1755622037.511652,good,reel
97,UDP,1755622037.511953,good,reel
1292,UDP,1755622037.515762,good,reel
1292,UDP,1755622037.51852,good,reel
97,UDP,1755622037.518743,good,reel
1292,UDP,1755622037.521293,good,reel
1288,UDP,1755622037.532943,good,reel
99,UDP,1755622037.533593,good,reel
1288,UDP,1755622037.533779,good,reel
1292,UDP,1755622037.533821,good,reel
99,UDP,1755622037.533973,good,reel
1292,UDP,1755622037.534048,good,reel
1292,UDP,1755622037.534248,good,reel
1292,UDP,1755622037.534248,good,reel
99,UDP,1755622037.534342,good,reel
1292,UDP,1755622037.537238,good,reel
97,UDP,1755622037.537739,good,reel
625,UDP,1755622037.540919,good,reel
66,TCP,1755622037.541626,good,reel
1292,UDP,1755622037.542597,good,reel
1292,UDP,1755622037.542597,good,reel
1292,UDP,1755622037.543005,good,reel
1292,UDP,1755622037.543005,good,reel
99,UDP,1755622037.543293,good,reel
99,UDP,1755622037.543434,good,reel
1292,UDP,1755622037.54351,good,reel
99,UDP,1755622037.543625,good,reel
77,UDP,1755622037.54615,good,reel
77,UDP,1755622037.546409,good,reel
77,UDP,1755622037.546538,good,reel
54,TCP,1755622037.563283,good,reel
54,TCP,1755622037.563283,good,reel
54,TCP,1755622037.563283,good,reel
54,TCP,1755622037.563283,good,reel
66,TCP,1755622037.563283,good,reel
54,TCP,1755622037.563283,good,reel
463,TCP,1755622037.563602,good,reel
1414,TCP,1755622037.563691,good,reel
1414,TCP,1755622037.563691,good,reel
1414,TCP,1755622037.563691,good,reel
1292,UDP,1755622037.568192,good,reel
1292,UDP,1755622037.568192,good,reel
1292,UDP,1755622037.568192,good,reel
1292,UDP,1755622037.568192,good,reel
1292,UDP,1755622037.568192,good,reel
958,UDP,1755622037.568192,good,reel
98,UDP,1755622037.568232,good,reel
99,UDP,1755622037.568443,good,reel
99,UDP,1755622037.568479,good,reel
99,UDP,1755622037.568549,good,reel
54,TCP,1755622037.586307,good,reel
1414,TCP,1755622037.586307,good,reel
1414,TCP,1755622037.586307,good,reel
1414,TCP,1755622037.586307,good,reel
1306,TCP,1755622037.586307,good,reel
54,TCP,1755622037.586361,good,reel
118,TCP,1755622037.587832,good,reel
146,TCP,1755622037.587967,good,reel
348,TCP,1755622037.588068,good,reel
54,TCP,1755622037.608031,good,reel
1414,TCP,1755622037.608066,good,reel
1414,TCP,1755622037.608066,good,reel
1414,TCP,1755622037.608066,good,reel
86,TCP,1755622037.648846,good,reel
54,TCP,1755622037.658234,good,reel
1414,TCP,1755622037.658286,good,reel
1292,UDP,1755622037.677758,good,reel
87,UDP,1755622037.710459,good,reel
54,TCP,1755622037.713146,good,reel
1414,TCP,1755622037.713178,good,reel
1414,TCP,1755622037.713178,good,reel
66,TCP,1755622037.727062,good,reel
66,TCP,1755622037.74749,good,reel
66,TCP,1755622037.74749,good,reel
66,TCP,1755622037.74749,good,reel
66,TCP,1755622037.74749,good,reel
1414,TCP,1755622037.747536,good,reel
1414,TCP,1755622037.747554,good,reel
54,TCP,1755622037.754835,good,reel
1414,TCP,1755622037.75489,good,reel
1414,TCP,1755622037.75489,good,reel
1414,TCP,1755622037.75489,good,reel
54,TCP,1755622037.782586,good,reel
1414,TCP,1755622037.782622,good,reel
1414,TCP,1755622037.782622,good,reel
148,TCP,1755622037.788203,good,reel
74,TCP,1755622037.835226,good,reel
54,TCP,1755622037.857758,good,reel
1414,TCP,1755622037.857807,good,reel
1414,TCP,1755622037.857807,good,reel
1414,TCP,1755622037.857807,good,reel
504,TCP,1755622037.882311,good,reel
89,UDP,1755622037.909904,good,reel
66,TCP,1755622037.927631,good,reel
1414,TCP,1755622037.927672,good,reel
54,TCP,1755622037.933928,good,reel
1414,TCP,1755622037.933964,good,reel
1414,TCP,1755622037.933964,good,reel
86,TCP,1755622037.994208,good,reel
91,UDP,1755622037.994521,good,reel
66,TCP,1755622037.997971,good,reel
54,TCP,1755622038.005582,good,reel
1414,TCP,1755622038.005619,good,reel
1414,TCP,1755622038.005619,good,reel
54,TCP,1755622038.032324,good,reel
1414,TCP,1755622038.032361,good,reel
1414,TCP,1755622038.032361,good,reel
54,TCP,1755622038.08032,good,reel
54,TCP,1755622038.08032,good,reel
1414,TCP,1755622038.080392,good,reel
1414,TCP,1755622038.080392,good,reel
1414,TCP,1755622038.080392,good,reel
1414,TCP,1755622038.080392,good,reel
54,TCP,1755622038.082766,good,reel
1414,TCP,1755622038.082802,good,reel
1414,TCP,1755622038.082802,good,reel
54,TCP,1755622038.133021,good,reel
1414,TCP,1755622038.133083,good,reel
1414,TCP,1755622038.133083,good,reel
1414,TCP,1755622038.133083,good,reel
89,UDP,1755622038.173193,good,reel
1292,UDP,1755622038.17597,good,reel
504,TCP,1755622038.183445,good,reel
54,TCP,1755622038.187224,good,reel
54,TCP,1755622038.187224,good,reel
1414,TCP,1755622038.187324,good,reel
